author_id,author_name,citing_paper,cited_paper
Ppjzn_EAAAAJ,D Tao,Gwlz: A group-wise learning-based lossy compression framework for scientific data,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
ILDdu98AAAAJ,M Yin,Gwlz: A group-wise learning-based lossy compression framework for scientific data,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
xr_cyAgAAAAJ,G Li,Graphcomp: Extreme error-bounded compression of scientific data via temporal graph autoencoders,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
fxBHpbgAAAAJ,S Skiadopoulos,Graphcomp: Extreme error-bounded compression of scientific data via temporal graph autoencoders,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
Ez_xk3sAAAAJ,I Hoteit,Graphcomp: Extreme error-bounded compression of scientific data via temporal graph autoencoders,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,M Alhumaidi,Graphcomp: Extreme error-bounded compression of scientific data via temporal graph autoencoders,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
3bXf6H0AAAAJ,W Jia,NeurLZ: An Online Neural Learning-Based Method to Enhance Scientific Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
wJ8qrbwAAAAJ,Y Liu,NeurLZ: An Online Neural Learning-Based Method to Enhance Scientific Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
GKlJrYYAAAAJ,B Zhang,NeurLZ: An Online Neural Learning-Based Method to Enhance Scientific Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
otnPh2IAAAAJ,J Wang,NeurLZ: An Online Neural Learning-Based Method to Enhance Scientific Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
7X0j6LYAAAAJ,J Liu,NeurLZ: An Online Neural Learning-Based Method to Enhance Scientific Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,Z Hu,NeurLZ: An Online Neural Learning-Based Method to Enhance Scientific Lossy Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
xr_cyAgAAAAJ,G Li,Extreme Error-bounded Compression of Scientific Data via Temporal Graph Autoencoders,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
fxBHpbgAAAAJ,S Skiadopoulos,Extreme Error-bounded Compression of Scientific Data via Temporal Graph Autoencoders,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,M Alhumaidi,Extreme Error-bounded Compression of Scientific Data via Temporal Graph Autoencoders,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
eRaZHewAAAAJ,D Zhao,Shifting between compute and memory bounds: A compression-enabled roofline model,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,R Naraparaju,Shifting between compute and memory bounds: A compression-enabled roofline model,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,T Zhao,Shifting between compute and memory bounds: A compression-enabled roofline model,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,Y Hu,Shifting between compute and memory bounds: A compression-enabled roofline model,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,X Lin,MambaWDC: Efficient Weather Data Compression via Selective State Space Model,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,B Yang,MambaWDC: Efficient Weather Data Compression via Selective State Space Model,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,Z Pan,MambaWDC: Efficient Weather Data Compression via Selective State Space Model,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,C Cai,MambaWDC: Efficient Weather Data Compression via Selective State Space Model,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,S Wang… - ACM Transactions on …,MambaWDC: Efficient Weather Data Compression via Selective State Space Model,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,2026,MambaWDC: Efficient Weather Data Compression via Selective State Space Model,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,X Lin,MambaWDC: Efficient Weather Data Compression via Selective State Space Model,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
No_author_found,B Yang,MambaWDC: Efficient Weather Data Compression via Selective State Space Model,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
No_author_found,Z Pan,MambaWDC: Efficient Weather Data Compression via Selective State Space Model,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
No_author_found,C Cai,MambaWDC: Efficient Weather Data Compression via Selective State Space Model,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
-LmdfGcAAAAJ,Z Qiu,Benchmarking Cutting-Edge Scientific Error-Bounded Lossy Compressors on Correlation-Based Rate-Distortion,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
7X0j6LYAAAAJ,J Liu,Benchmarking Cutting-Edge Scientific Error-Bounded Lossy Compressors on Correlation-Based Rate-Distortion,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
etsusEoAAAAJ,K Zhao,Benchmarking Cutting-Edge Scientific Error-Bounded Lossy Compressors on Correlation-Based Rate-Distortion,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
GbhfWUIAAAAJ,R Underwood,Benchmarking Cutting-Edge Scientific Error-Bounded Lossy Compressors on Correlation-Based Rate-Distortion,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
zh3foWUAAAAJ,S Di,Benchmarking Cutting-Edge Scientific Error-Bounded Lossy Compressors on Correlation-Based Rate-Distortion,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
ROxp-uQAAAAJ,KM Mumenin,DeepCQ: General-Purpose Deep-Surrogate Framework for Lossy Compression Quality Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
GbhfWUIAAAAJ,R Underwood,DeepCQ: General-Purpose Deep-Surrogate Framework for Lossy Compression Quality Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
wGF_4JsAAAAJ,D Dai,DeepCQ: General-Purpose Deep-Surrogate Framework for Lossy Compression Quality Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
otnPh2IAAAAJ,J Wang,DeepCQ: General-Purpose Deep-Surrogate Framework for Lossy Compression Quality Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
6blhwnoAAAAJ,P Jiao,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
zh3foWUAAAAJ,S Di,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
_lXYqZUAAAAJ,M Xia,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
fw4Hx2QAAAAJ,X Wu,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
7X0j6LYAAAAJ,J Liu,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
QRj1QroAAAAJ,X Liang,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,X Liang… - 2025 IEEE …,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,2025,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
6blhwnoAAAAJ,P Jiao,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
zh3foWUAAAAJ,S Di,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
_lXYqZUAAAAJ,M Xia,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
fw4Hx2QAAAAJ,X Wu,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
7X0j6LYAAAAJ,J Liu,Improving the Efficiency of Interpolation-based Scientific Data Compressors with Adaptive Quantization Index Prediction,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
